Alt,Altitude
ALT,Altitude
alt,altitude
Alt.,Altitude
ALT.,Altitude
alt.,altitude
Ave,Avenue
AVE,Avenue
ave,avenue
Ave.,Avenue
AVE.,Avenue
ave.,avenue
Bch,Beach
BCH,Beach
bch,beach
Bch.,Beach
BCH.,Beach
bch.,beach
Betw.,Between
BETW.,Between
betw.,between
Bio,Biological
BIO,Biological
bio,biological
Bio.,Biological
BIO.,Biological
bio.,biological
Blk,Black
BLK,Black
blk,black
Blk.,Black
BLK.,Black
blk.,black
Blvd,Boulevard
BLVD,Boulevard
blvd,boulevard
Blvd.,Boulevard
BLVD.,Boulevard
blvd.,boulevard
Bot,Botanic
BOT,Botanic
bot,botanic
Bot.,Botanic
BOT.,Botanic
bot.,botanic
Bound,Boundary
BOUND,Boundary
bound,boundary
Bound.,Boundary
BOUND.,Boundary
bound.,boundary
c,ca
C,Ca
c.,ca.
C.,Ca.
Calif,California
CALIF,California
calif,california
Calif.,California
CALIF.,California
calif.,california
Ck,Creek
CK,Creek
ck,creek
Ck.,Creek
CK.,Creek
ck.,creek
Co,County
CO,County
co,county
Co.,County
CO.,County
co.,county
Cr,Creek
CR,Creek
cr,creek
Cr.,Creek
CR.,Creek
cr.,creek
Crk,Creek
CRK,Creek
crk,creek
Crk.,Creek
CRK.,Creek
crk.,creek
Ct,Court
CT,Court
ct,court
Ct.,Court
CT.,Court
ct.,court
Cyn,Canyon
CYN,Canyon
cyn,canyon
Cyn.,Canyon
CYN.,Canyon
cyn.,canyon
Dept,Department
DEPT,Department
dept,department
Dept.,Department
DEPT.,Department
dept.,department
Dr,Drive
DR,Drive
dr,drive
Dr.,Drive
DR.,Drive
dr.,drive
E,East
e,east
E.,East
e.,east
Ene,East northeast
ENE,East northeast
ene,east northeast
Ene.,East northeast
ENE.,East northeast
ene.,east northeast
Ese,East southeast
ESE,East southeast
ese,east southeast
Ese.,East southeast
ESE.,East southeast
ese.,east southeast
Fk,Fork
FK,Fork
fk,fork
Fk.,Fork
FK.,Fork
fk.,fork
Ft,Feet
FT,Feet
ft,feet
Ft.,Feet
FT.,Feet
ft.,feet
Fwy,Freeway
FWY,Freeway
fwy,freeway
Fwy.,Freeway
FWY.,Freeway
fwy.,freeway
Gard,Garden
GARD,Garden
gard,garden
Gard.,Garden
GARD.,Garden
gard.,garden
Hw,Highway
HW,Highway
hw,highway
Hw.,Highway
HW.,Highway
hw.,highway
Hway,Highway
HWAY,Highway
hway,highway
Hway.,Highway
HWAY.,Highway
hway.,highway
Hwy,Highway
HWY,Highway
hwy,highway
Hwy.,Highway
HWY.,Highway
hwy.,highway
Isl,Island
ISL,Island
isl,island
Isl.,Island
ISL.,Island
isl.,island
Jcn,Junction
JCN,Junction
jcn,junction
Jcn.,Junction
JCN.,Junction
jcn.,junction
Jct,Junction
JCT,Junction
jct,junction
Jct.,Junction
JCT.,Junction
jct.,junction
kilometer,km
KILOMETER,km
kilometer,km
Kilometers.,km
KILOMETERS.,km
kilometers.,km
Lk,Lake
LK,Lake
lk,lake
Lk.,Lake
LK.,Lake
lk.,lake
Ln,Lane
LN,Lane
ln,lane
Ln.,Lane
LN.,Lane
ln.,lane
Loc,Locality
LOC,Locality
loc,locality
Loc.,Locality
LOC.,Locality
loc.,locality
M,Meters
m,meters
M.,Meters
m.,meters
Mdw,Meadow
MDW,Meadow
mdw,meadow
Mdw.,Meadow
MDW.,Meadow
mdw.,meadow
Mdws,Meadows
MDWS,Meadows
mdws,meadows
Mdws.,Meadows
MDWS.,Meadows
mdws.,meadows
Mex,Mexico
MEX,Mexico
mex,mexico
Mex.,Mexico
MEX.,Mexico
mex.,mexico
mi,miles
MI,miles
mi,miles
Mi.,Miles
MI.,Miles
mi.,miles
Ml,Miles
ML,Miles
ml,miles
Ml.,Miles
ML.,Miles
ml.,miles
Mon,Monument
MON,Monument
mon,monument
Mon.,Monument
MON.,Monument
mon.,monument
Mt,Mount
MT,Mount
mt,mount
Mt.,Mount
MT.,Mount
mt.,mount
Mtn,Mountains
MTN,Mountains
mtn,mountains
Mtn.,Mountains
MTN.,Mountains
mtn.,mountains
Mtns,Mountains
MTNS,Mountains
mtns,mountains
Mtns.,Mountains
MTNS.,Mountains
mtns.,mountains
Mts,Mountains
MTS,Mountains
mts,mountains
Mts.,Mountains
MTS.,Mountains
mts.,mountains
My.,Mountain
MY.,Mountain
my.,mountain
N,North
n,north
N.,North
n.,north
Nat,National
NAT,National
nat,national
Nat.,National
NAT.,National
nat.,national
Nat'l,National
NAT'L,National
nat'l,national
Ne,Northeast
NE,Northeast
ne,northeast
Ne.,Northeast
NE.,Northeast
ne.,northeast
Nne,North northeast
NNE,North northeast
nne,north northeast
Nne.,North northeast
NNE.,North northeast
nne.,north northeast
Nnw,Nort northwest
NNW,Nort northwest
nnw,nort northwest
Nnw.,Nort northwest
NNW.,Nort northwest
nnw.,nort northwest
No.,North
NO.,North
no.,north
Nr,Near
NR,Near
nr,near
Nr.,Near
NR.,Near
nr.,near
Nw.,Northwest
Nw.,Northwest
NW.,Northwest
NW.,Northwest
nw.,northwest
nw.,northwest
Petr,Petrol
PETR,Petrol
petr,petrol
Petr.,Petrol
PETR.,Petrol
petr.,petrol
Pk,Peak
PK,Peak
pk,peak
Pk.,Peak
PK.,Peak
pk.,peak
Pt,Point
PT,Point
pt,point
Pt.,Point
PT.,Point
pt.,point
Rch,Ranch
RCH,Ranch
rch,ranch
Rch.,Ranch
RCH.,Ranch
rch.,ranch
Rd,Road
RD,Road
rd,road
Rd.,Road
RD.,Road
rd.,road
Rte,Route
RTE,Route
rte,route
Rte.,Route
RTE.,Route
rte.,route
S,South
s,south
S.,South
s.,south
Se,Southeast
SE,Southeast
se,southeast
Se.,Southeast
SE.,Southeast
se.,southeast
Serv,Service
SERV,Service
serv,service
Serv.,Service
SERV.,Service
serv.,service
So.,South
SO.,South
so.,south
Spg,Spring
SPG,Spring
spg,spring
Spg.,Spring
SPG.,Spring
spg.,spring
Sse,Southsoutheast
SSE,Southsoutheast
sse,southsoutheast
Sse.,Southsoutheast
SSE.,Southsoutheast
sse.,southsoutheast
Ssw,Southsouthwest
SSW,Southsouthwest
ssw,southsouthwest
Ssw.,Southsouthwest
SSW.,Southsouthwest
ssw.,southsouthwest
St,Street
ST,Street
st,street
St.,Street
ST.,Street
st.,street
Stn,Station
STN,Station
stn,station
Stn.,Station
STN.,Station
stn.,station
Str,Street
STR,Street
str,street
Str.,Street
STR.,Street
str.,street
Sw,Southwest
SW,Southwest
sw,southwest
Sw.,Southwest
SW.,Southwest
sw.,southwest
Trk,Track
TRK,Track
trk,track
Trk.,Track
TRK.,Track
trk.,track
Trl,Trail
TRL,Trail
trl,trail
Trl.,Trail
TRL.,Trail
trl.,trail
Univ,University
UNIV,University
univ,university
Univ.,University
UNIV.,University
univ.,university
Vly,Valley
VLY,Valley
vly,valley
Vly.,Valley
VLY.,Valley
vly.,valley
W,West
w,west
W.,West
w.,west
W/,With
w/,with
Wnw,West northwest
WNW,West northwest
wnw,west northwest
Wnw.,West northwest
WNW.,West northwest
wnw.,west northwest
Wsw,West southwest
WSW,West southwest
wsw,west southwest
Wsw.,West southwest
WSW.,West southwest
wsw.,west southwest
Yds,Yards
YDS,Yards
yds,yards
Yds.,Yards
YDS.,Yards
yds.,yards
Yrd,Yards
YRD,Yards
yrd,yards
Yrd.,Yards
YRD.,Yards
yrd.,yards
,
,
,
,
,
,
,
,
,
,
,
,
,
,
